Year;Month;Day;Observer;Location;Site;Transect;Quad;Macro Height (cm);Turf Height (mm)
2017;November;28;MM;St Maarten;Moonscape;1;3;0;3
2017;November;28;MM;St Maarten;Moonscape;1;4;1;3
2017;November;28;MM;St Maarten;Moonscape;1;4;0;3
2017;November;28;MM;St Maarten;Moonscape;1;4;0;5
2017;November;28;MM;St Maarten;Moonscape;1;4;0;2
2017;November;28;MM;St Maarten;Moonscape;1;5;1;3
2017;November;28;MM;St Maarten;Moonscape;1;5;0;5
2017;November;28;MM;St Maarten;Moonscape;1;5;1;3
2017;November;28;MM;St Maarten;Moonscape;1;5;0;2
2017;November;28;MM;St Maarten;Moonscape;2;1;0;2
2017;November;28;MM;St Maarten;Moonscape;2;1;1;7
2017;November;28;MM;St Maarten;Moonscape;2;1;1;3
2017;November;28;MM;St Maarten;Moonscape;2;1;1;2
2017;November;28;MM;St Maarten;Moonscape;2;2;3;7
2017;November;28;MM;St Maarten;Moonscape;2;2;4;3
2017;November;28;MM;St Maarten;Moonscape;2;2;2;5
2017;November;28;MM;St Maarten;Moonscape;2;2;0;3
2017;November;28;MM;St Maarten;Moonscape;2;3;1;7
2017;November;28;MM;St Maarten;Moonscape;2;3;2;2
2017;November;28;MM;St Maarten;Moonscape;2;3;3;2
2017;November;28;MM;St Maarten;Moonscape;2;3;0;2
2017;November;28;MM;St Maarten;Moonscape;2;4;1.5;2
2017;November;28;MM;St Maarten;Moonscape;2;4;1;3
2017;November;28;MM;St Maarten;Moonscape;2;4;2;5
2017;November;28;MM;St Maarten;Moonscape;2;4;1;2
2017;November;28;MM;St Maarten;Moonscape;2;5;1;5
2017;November;28;MM;St Maarten;Moonscape;2;5;4;3
2017;November;28;MM;St Maarten;Moonscape;2;5;1;2
2017;November;28;MM;St Maarten;Moonscape;2;5;3;2
2017;November;28;MM;St Maarten;Moonscape;3;1;2;2
2017;November;28;MM;St Maarten;Moonscape;3;1;3;2
2017;November;28;MM;St Maarten;Moonscape;3;1;3;2
2017;November;28;MM;St Maarten;Moonscape;3;1;1;5
2017;November;28;MM;St Maarten;Moonscape;3;2;2;2
2017;November;28;MM;St Maarten;Moonscape;3;2;3;5
2017;November;28;MM;St Maarten;Moonscape;3;2;2;5
2017;November;28;MM;St Maarten;Moonscape;3;2;3;5
2017;November;28;MM;St Maarten;Moonscape;3;3;3;3
2017;November;28;MM;St Maarten;Moonscape;3;3;4;2
2017;November;28;MM;St Maarten;Moonscape;3;3;3;2
2017;November;28;MM;St Maarten;Moonscape;3;3;3;2
2017;November;28;MM;St Maarten;Moonscape;3;4;4;2
2017;November;28;MM;St Maarten;Moonscape;3;4;0;3
2017;November;28;MM;St Maarten;Moonscape;3;4;0;5
2017;November;28;MM;St Maarten;Moonscape;3;4;2;5
2017;November;28;MM;St Maarten;Moonscape;3;5;0;2
2017;November;28;MM;St Maarten;Moonscape;3;5;1;3
2017;November;28;MM;St Maarten;Moonscape;3;5;0;3
2017;November;28;MM;St Maarten;Moonscape;3;5;0;3
2017;November;30;MM;St Maarten;Long Bay Reef;1;1;2;5
2017;November;30;MM;St Maarten;Long Bay Reef;1;1;1;10
2017;November;30;MM;St Maarten;Long Bay Reef;1;1;0;10
2017;November;30;MM;St Maarten;Long Bay Reef;1;1;0;3
2017;November;30;MM;St Maarten;Long Bay Reef;1;2;2.5;7
2017;November;30;MM;St Maarten;Long Bay Reef;1;2;0;7
2017;November;30;MM;St Maarten;Long Bay Reef;1;2;1;10
2017;November;30;MM;St Maarten;Long Bay Reef;1;2;1;10
2017;November;30;MM;St Maarten;Long Bay Reef;1;3;3;10
2017;November;30;MM;St Maarten;Long Bay Reef;1;3;3;7
2017;November;30;MM;St Maarten;Long Bay Reef;1;3;1;3
2017;November;30;MM;St Maarten;Long Bay Reef;1;3;3;3
2017;November;30;MM;St Maarten;Long Bay Reef;1;4;1;3
2017;November;30;MM;St Maarten;Long Bay Reef;1;4;2;10
2017;November;30;MM;St Maarten;Long Bay Reef;1;4;2;3
2017;November;30;MM;St Maarten;Long Bay Reef;1;4;1;5
2017;November;30;MM;St Maarten;Long Bay Reef;1;5;5;10
2017;November;30;MM;St Maarten;Long Bay Reef;1;5;2;3
2017;November;30;MM;St Maarten;Long Bay Reef;1;5;2;10
2017;November;30;MM;St Maarten;Long Bay Reef;1;5;1;10
2017;November;30;MM;St Maarten;Long Bay Reef;2;1;1;7
2017;November;30;MM;St Maarten;Long Bay Reef;2;1;4;7
2017;November;30;MM;St Maarten;Long Bay Reef;2;1;5;5
2017;November;30;MM;St Maarten;Long Bay Reef;2;1;4;5
2017;November;30;MM;St Maarten;Long Bay Reef;2;2;1;3
2017;November;30;MM;St Maarten;Long Bay Reef;2;2;3;10
2017;November;30;MM;St Maarten;Long Bay Reef;2;2;2;5
2017;November;30;MM;St Maarten;Long Bay Reef;2;2;3;5
2017;November;30;MM;St Maarten;Long Bay Reef;2;3;4;10
2017;November;30;MM;St Maarten;Long Bay Reef;2;3;3;5
2017;November;30;MM;St Maarten;Long Bay Reef;2;3;0;10
2017;November;30;MM;St Maarten;Long Bay Reef;2;3;4;10
2017;November;30;MM;St Maarten;Long Bay Reef;2;4;1;10
2017;November;30;MM;St Maarten;Long Bay Reef;2;4;0;5
2017;November;30;MM;St Maarten;Long Bay Reef;2;4;1;12
2017;November;30;MM;St Maarten;Long Bay Reef;2;4;0;10
2017;November;30;MM;St Maarten;Long Bay Reef;2;5;3;7
2017;November;30;MM;St Maarten;Long Bay Reef;2;5;3;3
2017;November;30;MM;St Maarten;Long Bay Reef;2;5;1;5
2017;November;30;MM;St Maarten;Long Bay Reef;2;5;1;3
2017;November;30;MM;St Maarten;Long Bay Reef;3;1;3;2
2017;November;30;MM;St Maarten;Long Bay Reef;3;1;3;3
2017;November;30;MM;St Maarten;Long Bay Reef;3;1;2;3
2017;November;30;MM;St Maarten;Long Bay Reef;3;1;2;10
2017;November;30;MM;St Maarten;Long Bay Reef;3;2;2;2
2017;November;30;MM;St Maarten;Long Bay Reef;3;2;3;5
2017;November;30;MM;St Maarten;Long Bay Reef;3;2;2;2
2017;November;30;MM;St Maarten;Long Bay Reef;3;2;1;2
2017;November;30;MM;St Maarten;Long Bay Reef;3;3;2;7
2017;November;30;MM;St Maarten;Long Bay Reef;3;3;2;5
2017;November;30;MM;St Maarten;Long Bay Reef;3;3;3;3
2017;November;30;MM;St Maarten;Long Bay Reef;3;3;1;3
2017;November;30;MM;St Maarten;Long Bay Reef;3;4;4;3
2017;November;30;MM;St Maarten;Long Bay Reef;3;4;3;3
2017;November;30;MM;St Maarten;Long Bay Reef;3;4;3;3
2017;November;30;MM;St Maarten;Long Bay Reef;3;4;1;5
2017;November;30;MM;St Maarten;Long Bay Reef;3;5;0;3
2017;November;30;MM;St Maarten;Long Bay Reef;3;5;0;3
2017;November;30;MM;St Maarten;Long Bay Reef;3;5;1;3
2017;November;30;MM;St Maarten;Long Bay Reef;3;5;1;5
2017;December;1;MM;St Maarten;Fish Bowl;1;1;0.5;0
2017;December;1;MM;St Maarten;Fish Bowl;1;1;0.5;1
2017;December;1;MM;St Maarten;Fish Bowl;1;1;0;1
2017;December;1;MM;St Maarten;Fish Bowl;1;1;0;2
2017;December;1;MM;St Maarten;Fish Bowl;1;2;0.5;3
2017;December;1;MM;St Maarten;Fish Bowl;1;2;0;5
2017;December;1;MM;St Maarten;Fish Bowl;1;2;0.5;3
2017;December;1;MM;St Maarten;Fish Bowl;1;2;0;5
2017;December;1;MM;St Maarten;Fish Bowl;1;3;1;5
2017;December;1;MM;St Maarten;Fish Bowl;1;3;1;5
2017;December;1;MM;St Maarten;Fish Bowl;1;3;1;5
2017;December;1;MM;St Maarten;Fish Bowl;1;3;0;3
2017;December;1;MM;St Maarten;Fish Bowl;1;4;2;5
2017;December;1;MM;St Maarten;Fish Bowl;1;4;0;3
2017;December;1;MM;St Maarten;Fish Bowl;1;4;1;10
2017;December;1;MM;St Maarten;Fish Bowl;1;4;2;2
2017;December;1;MM;St Maarten;Fish Bowl;1;5;0.5;5
2017;December;1;MM;St Maarten;Fish Bowl;1;5;1;3
2017;December;1;MM;St Maarten;Fish Bowl;1;5;0;2
2017;December;1;MM;St Maarten;Fish Bowl;1;5;1;3
2017;December;1;MM;St Maarten;Fish Bowl;2;1;0;2
2017;December;1;MM;St Maarten;Fish Bowl;2;1;1;3
2017;December;1;MM;St Maarten;Fish Bowl;2;1;0;2
2017;December;1;MM;St Maarten;Fish Bowl;2;1;0;2
2017;December;1;MM;St Maarten;Fish Bowl;2;2;0.5;2
2017;December;1;MM;St Maarten;Fish Bowl;2;2;0.5;3
2017;December;1;MM;St Maarten;Fish Bowl;2;2;0;5
2017;December;1;MM;St Maarten;Fish Bowl;2;2;0.5;3
2017;December;1;MM;St Maarten;Fish Bowl;2;3;0.5;5
2017;December;1;MM;St Maarten;Fish Bowl;2;3;0.5;5
2017;December;1;MM;St Maarten;Fish Bowl;2;3;0;5
2017;December;1;MM;St Maarten;Fish Bowl;2;3;0;5
2017;December;1;MM;St Maarten;Fish Bowl;2;4;0.5;5
2017;December;1;MM;St Maarten;Fish Bowl;2;4;0;7
2017;December;1;MM;St Maarten;Fish Bowl;2;4;0.5;5
2017;December;1;MM;St Maarten;Fish Bowl;2;4;0.5;3
2017;December;1;MM;St Maarten;Fish Bowl;2;5;0;3
2017;December;1;MM;St Maarten;Fish Bowl;2;5;0.5;5
2017;December;1;MM;St Maarten;Fish Bowl;2;5;0.5;2
2017;December;1;MM;St Maarten;Fish Bowl;2;5;1;2
2017;December;1;MM;St Maarten;Fish Bowl;3;1;1;4
2017;December;1;MM;St Maarten;Fish Bowl;3;1;1;7
2017;December;1;MM;St Maarten;Fish Bowl;3;1;1;3
2017;December;1;MM;St Maarten;Fish Bowl;3;1;2;7
2017;December;1;MM;St Maarten;Fish Bowl;3;2;0.5;10
2017;December;1;MM;St Maarten;Fish Bowl;3;2;0;5
2017;December;1;MM;St Maarten;Fish Bowl;3;2;0;5
2017;December;1;MM;St Maarten;Fish Bowl;3;2;0;5
2017;December;1;MM;St Maarten;Fish Bowl;3;3;1;3
2017;December;1;MM;St Maarten;Fish Bowl;3;3;0;5
2017;December;1;MM;St Maarten;Fish Bowl;3;3;0;7
2017;December;1;MM;St Maarten;Fish Bowl;3;3;0;7
2017;December;1;MM;St Maarten;Fish Bowl;3;4;1;2
2017;December;1;MM;St Maarten;Fish Bowl;3;4;0;10
2017;December;1;MM;St Maarten;Fish Bowl;3;4;0;4
2017;December;1;MM;St Maarten;Fish Bowl;3;4;0;3
2017;December;1;MM;St Maarten;Fish Bowl;3;5;1;7
2017;December;1;MM;St Maarten;Fish Bowl;3;5;0;7
2017;December;1;MM;St Maarten;Fish Bowl;3;5;1;5
2017;December;1;MM;St Maarten;Fish Bowl;3;5;0;7
2017;December;12;MM;St Maarten;Shark Hotel;1;1;0;7
2017;December;12;MM;St Maarten;Shark Hotel;1;1;0;4
2017;December;12;MM;St Maarten;Shark Hotel;1;1;0;4
2017;December;12;MM;St Maarten;Shark Hotel;1;1;0.5;5
2017;December;12;MM;St Maarten;Shark Hotel;1;2;0.5;3
2017;December;12;MM;St Maarten;Shark Hotel;1;2;0;7
2017;December;12;MM;St Maarten;Shark Hotel;1;2;0.5;5
2017;December;12;MM;St Maarten;Shark Hotel;1;2;0;2
2017;December;12;MM;St Maarten;Shark Hotel;1;3;0.5;2
2017;December;12;MM;St Maarten;Shark Hotel;1;3;0.5;3
2017;December;12;MM;St Maarten;Shark Hotel;1;3;0;3
2017;December;12;MM;St Maarten;Shark Hotel;1;3;0;2
2017;December;12;MM;St Maarten;Shark Hotel;1;4;1;5
2017;December;12;MM;St Maarten;Shark Hotel;1;4;0.5;7
2017;December;12;MM;St Maarten;Shark Hotel;1;4;0;7
2017;December;12;MM;St Maarten;Shark Hotel;1;4;0;7
2017;December;12;MM;St Maarten;Shark Hotel;1;5;0;5
2017;December;12;MM;St Maarten;Shark Hotel;1;5;0;3
2017;December;12;MM;St Maarten;Shark Hotel;1;5;1;4
2017;December;12;MM;St Maarten;Shark Hotel;1;5;0.5;3
2017;December;12;MM;St Maarten;Shark Hotel;2;1;0;2
2017;December;12;MM;St Maarten;Shark Hotel;2;1;0;5
2017;December;12;MM;St Maarten;Shark Hotel;2;1;0;7
2017;December;12;MM;St Maarten;Shark Hotel;2;1;0;2
2017;December;12;MM;St Maarten;Shark Hotel;2;2;0;3
2017;December;12;MM;St Maarten;Shark Hotel;2;2;0;3
2017;December;12;MM;St Maarten;Shark Hotel;2;2;0;5
2017;December;12;MM;St Maarten;Shark Hotel;2;2;0;5
2017;December;12;MM;St Maarten;Shark Hotel;2;3;0;5
2017;December;12;MM;St Maarten;Shark Hotel;2;3;0;5
2017;December;12;MM;St Maarten;Shark Hotel;2;3;0;5
2017;December;12;MM;St Maarten;Shark Hotel;2;3;0;3
2017;December;12;MM;St Maarten;Shark Hotel;2;4;0;5
2017;December;12;MM;St Maarten;Shark Hotel;2;4;0.5;0
2017;December;12;MM;St Maarten;Shark Hotel;2;4;1;3
2017;December;12;MM;St Maarten;Shark Hotel;2;4;0.5;0
2017;December;12;MM;St Maarten;Shark Hotel;2;5;0.5;6
2017;December;12;MM;St Maarten;Shark Hotel;2;5;0.5;2
2017;December;12;MM;St Maarten;Shark Hotel;2;5;0;3
2017;December;12;MM;St Maarten;Shark Hotel;2;5;0;0
2017;December;12;MM;St Maarten;Shark Hotel;3;1;0;3
2017;December;12;MM;St Maarten;Shark Hotel;3;1;0;10
2017;December;12;MM;St Maarten;Shark Hotel;3;1;0;5
2017;December;12;MM;St Maarten;Shark Hotel;3;1;0;4
2017;December;12;MM;St Maarten;Shark Hotel;3;2;0;5
2017;December;12;MM;St Maarten;Shark Hotel;3;2;0;7
2017;December;12;MM;St Maarten;Shark Hotel;3;2;0;3
2017;December;12;MM;St Maarten;Shark Hotel;3;2;0;5
2017;December;12;MM;St Maarten;Shark Hotel;3;3;2;7
2017;December;12;MM;St Maarten;Shark Hotel;3;3;1;7
2017;December;12;MM;St Maarten;Shark Hotel;3;3;0;7
2017;December;12;MM;St Maarten;Shark Hotel;3;3;0;10
2017;December;12;MM;St Maarten;Shark Hotel;3;4;2;7
2017;December;12;MM;St Maarten;Shark Hotel;3;4;1;5
2017;December;12;MM;St Maarten;Shark Hotel;3;4;0;7
2017;December;12;MM;St Maarten;Shark Hotel;3;4;1;7
2017;December;12;MM;St Maarten;Shark Hotel;3;5;0;2
2017;December;12;MM;St Maarten;Shark Hotel;3;5;0.5;7
2017;December;12;MM;St Maarten;Shark Hotel;3;5;0.5;5
2017;December;12;MM;St Maarten;Shark Hotel;3;5;0;3
2017;December;12;MM;St Maarten;Frenchman Reef;1;1;3.5;7
2017;December;12;MM;St Maarten;Frenchman Reef;1;1;2;5
2017;December;12;MM;St Maarten;Frenchman Reef;1;1;0;5
2017;December;12;MM;St Maarten;Frenchman Reef;1;1;0;7
2017;December;12;MM;St Maarten;Frenchman Reef;1;2;2;10
2017;December;12;MM;St Maarten;Frenchman Reef;1;2;0;15
2017;December;12;MM;St Maarten;Frenchman Reef;1;2;2;10
2017;December;12;MM;St Maarten;Frenchman Reef;1;2;1;10
2017;December;12;MM;St Maarten;Frenchman Reef;1;3;1.5;10
2017;December;12;MM;St Maarten;Frenchman Reef;1;3;1;7
2017;December;12;MM;St Maarten;Frenchman Reef;1;3;2;10
2017;December;12;MM;St Maarten;Frenchman Reef;1;3;0;7
2017;December;12;MM;St Maarten;Frenchman Reef;1;4;1;5
2017;December;12;MM;St Maarten;Frenchman Reef;1;4;0;5
2017;December;12;MM;St Maarten;Frenchman Reef;1;4;0;7
2017;December;12;MM;St Maarten;Frenchman Reef;1;4;0;5
2017;December;12;MM;St Maarten;Frenchman Reef;1;5;2;5
2017;December;12;MM;St Maarten;Frenchman Reef;1;5;1;7
2017;December;12;MM;St Maarten;Frenchman Reef;1;5;0;5
2017;December;12;MM;St Maarten;Frenchman Reef;1;5;1;7
2017;December;12;MM;St Maarten;Frenchman Reef;2;1;4;15
2017;December;12;MM;St Maarten;Frenchman Reef;2;1;5;15
2017;December;12;MM;St Maarten;Frenchman Reef;2;1;0;10
2017;December;12;MM;St Maarten;Frenchman Reef;2;1;1;10
2017;December;12;MM;St Maarten;Frenchman Reef;2;2;3;10
2017;December;12;MM;St Maarten;Frenchman Reef;2;2;1;3
2017;December;12;MM;St Maarten;Frenchman Reef;2;2;1;3
2017;December;12;MM;St Maarten;Frenchman Reef;2;2;0;10
2017;December;12;MM;St Maarten;Frenchman Reef;2;3;4;12
2017;December;12;MM;St Maarten;Frenchman Reef;2;3;3;15
2017;December;12;MM;St Maarten;Frenchman Reef;2;3;3;10
2017;December;12;MM;St Maarten;Frenchman Reef;2;3;4;10
2017;December;12;MM;St Maarten;Frenchman Reef;2;4;1.5;7
2017;December;12;MM;St Maarten;Frenchman Reef;2;4;0;3
2017;December;12;MM;St Maarten;Frenchman Reef;2;4;1.5;10
2017;December;12;MM;St Maarten;Frenchman Reef;2;4;1;4
2017;December;12;MM;St Maarten;Frenchman Reef;2;5;3;12
2017;December;12;MM;St Maarten;Frenchman Reef;2;5;1;12
2017;December;12;MM;St Maarten;Frenchman Reef;2;5;3;15
2017;December;12;MM;St Maarten;Frenchman Reef;2;5;0;10
2017;December;12;MM;St Maarten;Frenchman Reef;3;1;5;12
2017;December;12;MM;St Maarten;Frenchman Reef;3;1;5;7
2017;December;12;MM;St Maarten;Frenchman Reef;3;1;1;10
2017;December;12;MM;St Maarten;Frenchman Reef;3;1;3;3
2017;December;12;MM;St Maarten;Frenchman Reef;3;2;3;3
2017;December;12;MM;St Maarten;Frenchman Reef;3;2;5;7
2017;December;12;MM;St Maarten;Frenchman Reef;3;2;4;5
2017;December;12;MM;St Maarten;Frenchman Reef;3;2;4;7
2017;December;12;MM;St Maarten;Frenchman Reef;3;3;5;3
2017;December;12;MM;St Maarten;Frenchman Reef;3;3;5;7
2017;December;12;MM;St Maarten;Frenchman Reef;3;3;3;5
2017;December;12;MM;St Maarten;Frenchman Reef;3;3;4;7
2017;December;12;MM;St Maarten;Frenchman Reef;3;4;3;10
2017;December;12;MM;St Maarten;Frenchman Reef;3;4;2;10
2017;December;12;MM;St Maarten;Frenchman Reef;3;4;0;7
2017;December;12;MM;St Maarten;Frenchman Reef;3;4;0;10
2017;December;12;MM;St Maarten;Frenchman Reef;3;5;3;15
2017;December;12;MM;St Maarten;Frenchman Reef;3;5;3;10
2017;December;12;MM;St Maarten;Frenchman Reef;3;5;1;7
2017;December;12;MM;St Maarten;Frenchman Reef;3;5;1;7
2017;December;13;MM;St Maarten;Proselyte Reef;1;1;0;3
2017;December;13;MM;St Maarten;Proselyte Reef;1;1;0;5
2017;December;13;MM;St Maarten;Proselyte Reef;1;1;0.5;4
2017;December;13;MM;St Maarten;Proselyte Reef;1;1;0;5
2017;December;13;MM;St Maarten;Proselyte Reef;1;2;0;7
2017;December;13;MM;St Maarten;Proselyte Reef;1;2;1;2
2017;December;13;MM;St Maarten;Proselyte Reef;1;2;1;3
2017;December;13;MM;St Maarten;Proselyte Reef;1;2;0;2
2017;December;13;MM;St Maarten;Proselyte Reef;1;3;0.5;3
2017;December;13;MM;St Maarten;Proselyte Reef;1;3;0.5;2
2017;December;13;MM;St Maarten;Proselyte Reef;1;3;0;1
2017;December;13;MM;St Maarten;Proselyte Reef;1;3;0;2
2017;December;13;MM;St Maarten;Proselyte Reef;1;4;0;2
2017;December;13;MM;St Maarten;Proselyte Reef;1;4;0;3
2017;December;13;MM;St Maarten;Proselyte Reef;1;4;1;1
2017;December;13;MM;St Maarten;Proselyte Reef;1;4;1;2
2017;December;13;MM;St Maarten;Proselyte Reef;1;5;0.5;1
2017;December;13;MM;St Maarten;Proselyte Reef;1;5;0;3
2017;December;13;MM;St Maarten;Proselyte Reef;1;5;0;3
2017;December;13;MM;St Maarten;Proselyte Reef;1;5;0;4
2017;December;13;MM;St Maarten;Proselyte Reef;2;1;0;5
2017;December;13;MM;St Maarten;Proselyte Reef;2;1;0;3
2017;December;13;MM;St Maarten;Proselyte Reef;2;1;0;3
2017;December;13;MM;St Maarten;Proselyte Reef;2;1;0.5;3
2017;December;13;MM;St Maarten;Proselyte Reef;2;2;0.5;2
2017;December;13;MM;St Maarten;Proselyte Reef;2;2;0;3
2017;December;13;MM;St Maarten;Proselyte Reef;2;2;0;2
2017;December;13;MM;St Maarten;Proselyte Reef;2;2;0;3
2017;December;13;MM;St Maarten;Proselyte Reef;2;3;0.5;5
2017;December;13;MM;St Maarten;Proselyte Reef;2;3;0.5;5
2017;December;13;MM;St Maarten;Proselyte Reef;2;3;0;7
2017;December;13;MM;St Maarten;Proselyte Reef;2;3;0;5
2017;December;13;MM;St Maarten;Proselyte Reef;2;4;0.5;3
2017;December;13;MM;St Maarten;Proselyte Reef;2;4;0.5;3
2017;December;13;MM;St Maarten;Proselyte Reef;2;4;0;5
2017;December;13;MM;St Maarten;Proselyte Reef;2;4;0;3
2017;December;13;MM;St Maarten;Proselyte Reef;2;5;1;3
2017;December;13;MM;St Maarten;Proselyte Reef;2;5;1;5
2017;December;13;MM;St Maarten;Proselyte Reef;2;5;0;3
2017;December;13;MM;St Maarten;Proselyte Reef;2;5;0;3
2017;December;13;MM;St Maarten;Proselyte Reef;3;1;0;5
2017;December;13;MM;St Maarten;Proselyte Reef;3;1;0.5;7
2017;December;13;MM;St Maarten;Proselyte Reef;3;1;1;7
2017;December;13;MM;St Maarten;Proselyte Reef;3;1;0;7
2017;December;13;MM;St Maarten;Proselyte Reef;3;2;0.5;3
2017;December;13;MM;St Maarten;Proselyte Reef;3;2;0;3
2017;December;13;MM;St Maarten;Proselyte Reef;3;2;0;3
2017;December;13;MM;St Maarten;Proselyte Reef;3;2;0;2
2017;December;13;MM;St Maarten;Proselyte Reef;3;3;1;3
2017;December;13;MM;St Maarten;Proselyte Reef;3;3;0;3
2017;December;13;MM;St Maarten;Proselyte Reef;3;3;0;3
2017;December;13;MM;St Maarten;Proselyte Reef;3;3;0;3
2017;December;13;MM;St Maarten;Proselyte Reef;3;4;0.5;2
2017;December;13;MM;St Maarten;Proselyte Reef;3;4;0.5;2
2017;December;13;MM;St Maarten;Proselyte Reef;3;4;0;3
2017;December;13;MM;St Maarten;Proselyte Reef;3;4;0;3
2017;December;13;MM;St Maarten;Proselyte Reef;3;5;0.5;2
2017;December;13;MM;St Maarten;Proselyte Reef;3;5;0;5
2017;December;13;MM;St Maarten;Proselyte Reef;3;5;0;3
2017;December;13;MM;St Maarten;Proselyte Reef;3;5;0;5
2017;December;13;MM;St Maarten;Mikes Mazes;1;1;0;5
2017;December;13;MM;St Maarten;Mikes Mazes;1;1;0;5
2017;December;13;MM;St Maarten;Mikes Mazes;1;1;0;5
2017;December;13;MM;St Maarten;Mikes Mazes;1;1;0;3
2017;December;13;MM;St Maarten;Mikes Mazes;1;2;0.5;3
2017;December;13;MM;St Maarten;Mikes Mazes;1;2;0.5;3
2017;December;13;MM;St Maarten;Mikes Mazes;1;2;0.5;5
2017;December;13;MM;St Maarten;Mikes Mazes;1;2;0.5;5
2017;December;13;MM;St Maarten;Mikes Mazes;1;3;0.5;4
2017;December;13;MM;St Maarten;Mikes Mazes;1;3;1;5
2017;December;13;MM;St Maarten;Mikes Mazes;1;3;0.5;5
2017;December;13;MM;St Maarten;Mikes Mazes;1;3;0;3
2017;December;13;MM;St Maarten;Mikes Mazes;1;4;0.5;3
2017;December;13;MM;St Maarten;Mikes Mazes;1;4;0.5;5
2017;December;13;MM;St Maarten;Mikes Mazes;1;4;0;7
2017;December;13;MM;St Maarten;Mikes Mazes;1;4;0;5
2017;December;13;MM;St Maarten;Mikes Mazes;1;5;0;3
2017;December;13;MM;St Maarten;Mikes Mazes;1;5;0;2
2017;December;13;MM;St Maarten;Mikes Mazes;1;5;0;3
2017;December;13;MM;St Maarten;Mikes Mazes;1;5;0;2
2017;December;13;MM;St Maarten;Mikes Mazes;2;1;0;2
2017;December;13;MM;St Maarten;Mikes Mazes;2;1;0;2
2017;December;13;MM;St Maarten;Mikes Mazes;2;1;0;2
2017;December;13;MM;St Maarten;Mikes Mazes;2;1;0.5;1
2017;December;13;MM;St Maarten;Mikes Mazes;2;2;0;4
2017;December;13;MM;St Maarten;Mikes Mazes;2;2;0;5
2017;December;13;MM;St Maarten;Mikes Mazes;2;2;0;3
2017;December;13;MM;St Maarten;Mikes Mazes;2;2;0;3
2017;December;13;MM;St Maarten;Mikes Mazes;2;3;1;3
2017;December;13;MM;St Maarten;Mikes Mazes;2;3;0;2
2017;December;13;MM;St Maarten;Mikes Mazes;2;3;0;5
2017;December;13;MM;St Maarten;Mikes Mazes;2;3;0;3
2017;December;13;MM;St Maarten;Mikes Mazes;2;4;0;5
2017;December;13;MM;St Maarten;Mikes Mazes;2;4;0;5
2017;December;13;MM;St Maarten;Mikes Mazes;2;4;0;3
2017;December;13;MM;St Maarten;Mikes Mazes;2;4;0;5
2017;December;13;MM;St Maarten;Mikes Mazes;2;5;0.5;3
2017;December;13;MM;St Maarten;Mikes Mazes;2;5;0.5;2
2017;December;13;MM;St Maarten;Mikes Mazes;2;5;0;3
2017;December;13;MM;St Maarten;Mikes Mazes;2;5;0;2
2017;December;13;MM;St Maarten;Mikes Mazes;3;1;0;4
2017;December;13;MM;St Maarten;Mikes Mazes;3;1;0.5;2
2017;December;13;MM;St Maarten;Mikes Mazes;3;1;0;3
2017;December;13;MM;St Maarten;Mikes Mazes;3;1;0;4
2017;December;13;MM;St Maarten;Mikes Mazes;3;2;0;7
2017;December;13;MM;St Maarten;Mikes Mazes;3;2;0;2
2017;December;13;MM;St Maarten;Mikes Mazes;3;2;0;5
2017;December;13;MM;St Maarten;Mikes Mazes;3;2;0;5
2017;December;13;MM;St Maarten;Mikes Mazes;3;3;0;7
2017;December;13;MM;St Maarten;Mikes Mazes;3;3;0;5
2017;December;13;MM;St Maarten;Mikes Mazes;3;3;0;4
2017;December;13;MM;St Maarten;Mikes Mazes;3;3;0;7
2017;December;13;MM;St Maarten;Mikes Mazes;3;4;0;0
2017;December;13;MM;St Maarten;Mikes Mazes;3;4;0;3
2017;December;13;MM;St Maarten;Mikes Mazes;3;4;0;0
2017;December;13;MM;St Maarten;Mikes Mazes;3;4;0;2
2017;December;13;MM;St Maarten;Mikes Mazes;3;5;0.5;3
2017;December;13;MM;St Maarten;Mikes Mazes;3;5;0.5;3
2017;December;13;MM;St Maarten;Mikes Mazes;3;5;0;5
2017;December;13;MM;St Maarten;Mikes Mazes;3;5;0;3
2018;September;4;MM;St Maarten;Mikes Mazes;1;1;2.5;10
2018;September;4;MM;St Maarten;Mikes Mazes;1;1;1.5;7
2018;September;4;MM;St Maarten;Mikes Mazes;1;1;1;3
2018;September;4;MM;St Maarten;Mikes Mazes;1;1;1;3
2018;September;4;MM;St Maarten;Mikes Mazes;1;2;1;3
2018;September;4;MM;St Maarten;Mikes Mazes;1;2;1;5
2018;September;4;MM;St Maarten;Mikes Mazes;1;2;1.5;5
2018;September;4;MM;St Maarten;Mikes Mazes;1;2;0.5;3
2018;September;4;MM;St Maarten;Mikes Mazes;1;3;0.5;3
2018;September;4;MM;St Maarten;Mikes Mazes;1;3;1;3
2018;September;4;MM;St Maarten;Mikes Mazes;1;3;1;2
2018;September;4;MM;St Maarten;Mikes Mazes;1;3;1;2
2018;September;4;MM;St Maarten;Mikes Mazes;1;4;0.5;2
2018;September;4;MM;St Maarten;Mikes Mazes;1;4;0.5;3
2018;September;4;MM;St Maarten;Mikes Mazes;1;4;2;3
2018;September;4;MM;St Maarten;Mikes Mazes;1;4;0;5
2018;September;4;MM;St Maarten;Mikes Mazes;1;5;2;0
